monthyear,campfilename,nationality,proportion
102016,Lavrio-New_GRE_030 ,Moroccan,0
102016,Lavrio-New_GRE_030 ,Egyptian,0
102016,Lavrio-New_GRE_030 ,Algerian,0
102016,Leros-Lepida_GRE_032,Syrian,0.36
102016,Leros-Lepida_GRE_032,Iraqi,0.25
102016,XXMalakasa-MC_GRE_012,Afghan,0.98
102016,Moria_GRE_001,Iraqi,0.14
102016,Moria_GRE_001,Afghan,0.27
102016,Nea-Kavala_GRE_034,Syrian,0.8
102016,Nea-Kavala_GRE_034,Yemeni,0
102016,Nea-Kavala_GRE_034,Iraqi,0.2
102016,Nea-Kavala_GRE_034,Congolese,0
102016,Nea-Kavala_GRE_034,Eritrean,0
102016,Nea-Kavala_GRE_034,Iranian,0
102016,Nea-Kavala_GRE_034,Pakistani,0
102016,Nea-Kavala_GRE_034,Palestinian,0
102016,Nea-Kavala_GRE_034,Afghan,0
102016,Nea-Kavala_GRE_034,Stateless,0
102016,Nea-Kavala_GRE_034,Somali,0
102016,Nea-Kavala_GRE_034,Kuwaiti,0
102016,Nea-Kavala_GRE_034,Moroccan,0
102016,Nea-Kavala_GRE_034,Egyptian,0
102016,Nea-Kavala_GRE_034,Algerian,0
102016,XXOlympic-Stadium_GRE_035,Syrian,0
102016,XXOlympic-Stadium_GRE_035,Yemeni,0
102016,XXOlympic-Stadium_GRE_035,Iraqi,0
102016,XXOlympic-Stadium_GRE_035,Congolese,0
102016,XXOlympic-Stadium_GRE_035,Eritrean,0
102016,XXOlympic-Stadium_GRE_035,Iranian,0
102016,XXOlympic-Stadium_GRE_035,Pakistani,0
102016,XXOlympic-Stadium_GRE_035,Palestinian,0
102016,XXOlympic-Stadium_GRE_035,Afghan,0.99
102016,XXOlympic-Stadium_GRE_035,Stateless,0
102016,XXOlympic-Stadium_GRE_035,Somali,0
102016,XXOlympic-Stadium_GRE_035,Kuwaiti,0
102016,XXOlympic-Stadium_GRE_035,Moroccan,0
102016,XXOlympic-Stadium_GRE_035,Egyptian,0
102016,XXOlympic-Stadium_GRE_035,Algerian,0
102016,Rafina_GRE_039,Syrian,0.52
102016,Rafina_GRE_039,Yemeni,0
102016,Rafina_GRE_039,Iraqi,0
102016,Rafina_GRE_039,Congolese,0
102016,Rafina_GRE_039,Eritrean,0
102016,Rafina_GRE_039,Iranian,0
102016,Rafina_GRE_039,Pakistani,0
102016,Rafina_GRE_039,Palestinian,0
102016,Rafina_GRE_039,Afghan,0.48
102016,Rafina_GRE_039,Stateless,0
102016,Rafina_GRE_039,Somali,0
102016,Rafina_GRE_039,Kuwaiti,0
102016,Rafina_GRE_039,Moroccan,0
102016,Rafina_GRE_039,Egyptian,0
102016,Rafina_GRE_039,Algerian,0
102016,Ritsona_GRE_040,Syrian,0.85
102016,Ritsona_GRE_040,Yemeni,0
102016,Ritsona_GRE_040,Iraqi,0.05
102016,Ritsona_GRE_040,Congolese,0
102016,Ritsona_GRE_040,Eritrean,0
102016,Ritsona_GRE_040,Iranian,0
102016,Ritsona_GRE_040,Pakistani,0
102016,Ritsona_GRE_040,Palestinian,0
102016,Ritsona_GRE_040,Afghan,0.1
102016,Ritsona_GRE_040,Stateless,0
102016,Ritsona_GRE_040,Somali,0
102016,Ritsona_GRE_040,Kuwaiti,0
102016,Ritsona_GRE_040,Moroccan,0
102016,Ritsona_GRE_040,Egyptian,0
102016,Ritsona_GRE_040,Algerian,0
102016,Serres_GRE_042,Syrian,0.02
102016,Serres_GRE_042,Yemeni,0
102016,Serres_GRE_042,Iraqi,0.98
102016,Serres_GRE_042,Congolese,0
102016,Serres_GRE_042,Eritrean,0
102016,Serres_GRE_042,Iranian,0
102016,Serres_GRE_042,Pakistani,0
102016,Serres_GRE_042,Palestinian,0
102016,Serres_GRE_042,Afghan,0
102016,Serres_GRE_042,Stateless,0
102016,Serres_GRE_042,Somali,0
102016,Serres_GRE_042,Kuwaiti,0
102016,Serres_GRE_042,Moroccan,0
102016,Serres_GRE_042,Egyptian,0
102016,Serres_GRE_042,Algerian,0
102016,XXSindos-Frakapore_GRE_043,Syrian,0.95
102016,XXSindos-Frakapore_GRE_043,Yemeni,0
102016,XXSindos-Frakapore_GRE_043,Iraqi,0.05
102016,XXSindos-Frakapore_GRE_043,Congolese,0
102016,XXSindos-Frakapore_GRE_043,Eritrean,0
102016,XXSindos-Frakapore_GRE_043,Iranian,0
102016,XXSindos-Frakapore_GRE_043,Pakistani,0
102016,XXSindos-Frakapore_GRE_043,Palestinian,0
102016,XXSindos-Frakapore_GRE_043,Afghan,0
102016,XXSindos-Frakapore_GRE_043,Stateless,0
102016,XXSindos-Frakapore_GRE_043,Somali,0
102016,XXSindos-Frakapore_GRE_043,Kuwaiti,0
102016,XXSindos-Frakapore_GRE_043,Moroccan,0
102016,XXSindos-Frakapore_GRE_043,Egyptian,0
102016,XXSindos-Frakapore_GRE_043,Algerian,0
102016,Skaramangas_GRE_014,Syrian,0.65
102016,Skaramangas_GRE_014,Yemeni,0
102016,Skaramangas_GRE_014,Iraqi,0.25
102016,Skaramangas_GRE_014,Congolese,0
102016,Skaramangas_GRE_014,Eritrean,0
102016,Skaramangas_GRE_014,Iranian,0
102016,Skaramangas_GRE_014,Pakistani,0
102016,Skaramangas_GRE_014,Palestinian,0
102016,Skaramangas_GRE_014,Afghan,0.1
102016,Skaramangas_GRE_014,Stateless,0
102016,Skaramangas_GRE_014,Somali,0
102016,Skaramangas_GRE_014,Kuwaiti,0
102016,Skaramangas_GRE_014,Moroccan,0
102016,Skaramangas_GRE_014,Egyptian,0
102016,Skaramangas_GRE_014,Algerian,0
102016,XXSoftex_GRE_045,Syrian,0.9
102016,XXSoftex_GRE_045,Iraqi,0.02
102016,XXSouda-Samns-Purse_GRE_046,Syrian,0.65
102016,XXSouda-Samns-Purse_GRE_046,Iraqi,0.1
102016,XXTrikala_GRE_048,Syrian,0.98
102016,XXTrikala_GRE_048,Yemeni,0
102016,XXTrikala_GRE_048,Iraqi,0.02
102016,XXTrikala_GRE_048,Congolese,0
102016,XXTrikala_GRE_048,Eritrean,0
102016,XXTrikala_GRE_048,Iranian,0
102016,XXTrikala_GRE_048,Pakistani,0
102016,XXTrikala_GRE_048,Palestinian,0
102016,XXTrikala_GRE_048,Afghan,0
102016,XXTrikala_GRE_048,Stateless,0
102016,XXTrikala_GRE_048,Somali,0
102016,XXTrikala_GRE_048,Kuwaiti,0
102016,XXTrikala_GRE_048,Moroccan,0
102016,XXTrikala_GRE_048,Egyptian,0
102016,XXTrikala_GRE_048,Algerian,0
102016,Vathi-Samos_GRE_053,Syrian,0.38
102016,Vathi-Samos_GRE_053,Afghan,0.15
102016,Veria_GRE_054,Syrian,0.92
102016,Veria_GRE_054,Yemeni,0
102016,Veria_GRE_054,Iraqi,0.07
102016,Veria_GRE_054,Congolese,0
102016,Veria_GRE_054,Eritrean,0
102016,Veria_GRE_054,Iranian,0
102016,Veria_GRE_054,Pakistani,0
102016,Veria_GRE_054,Palestinian,0
102016,Veria_GRE_054,Afghan,0
102016,Veria_GRE_054,Stateless,0
102016,Veria_GRE_054,Somali,0
102016,Veria_GRE_054,Kuwaiti,0
102016,Veria_GRE_054,Moroccan,0
102016,Veria_GRE_054,Egyptian,0
102016,Veria_GRE_054,Algerian,0
102016,XXVial-Chios-NRC_GRE_066,Syrian,0.3
102016,XXVial-Chios-NRC_GRE_066,Afghan,0.4
32018,Alexandria-Ref_GRE_003,Syrian,0.44
32018,Alexandria-Ref_GRE_003,Iraqi,0.27
32018,Alexandria-Ref_GRE_003,Pakistani,0.07
32018,Alexandria-Ref_GRE_003,Palestinian,0.04
32018,Andravida_GRE_004,Syrian,0.94
32018,Andravida_GRE_004,Yemeni,0
32018,Andravida_GRE_004,Iraqi,0.06
32018,Andravida_GRE_004,Congolese,0
32018,Andravida_GRE_004,Eritrean,0
32018,Andravida_GRE_004,Iranian,0
32018,Andravida_GRE_004,Pakistani,0
32018,Andravida_GRE_004,Palestinian,0
32018,Andravida_GRE_004,Afghan,0
32018,Andravida_GRE_004,Stateless,0
32018,Andravida_GRE_004,Somali,0
32018,Andravida_GRE_004,Kuwaiti,0
32018,Andravida_GRE_004,Moroccan,0
32018,Andravida_GRE_004,Egyptian,0
32018,Andravida_GRE_004,Algerian,0
32018,Diavata_GRE_008,Syrian,0.39
32018,Diavata_GRE_008,Yemeni,0
32018,Diavata_GRE_008,Iraqi,0.26
32018,Diavata_GRE_008,Congolese,0
32018,Diavata_GRE_008,Eritrean,0
32018,Diavata_GRE_008,Iranian,0.05
32018,Diavata_GRE_008,Pakistani,0.04
32018,Diavata_GRE_008,Palestinian,0
32018,Diavata_GRE_008,Afghan,0.27
32018,Diavata_GRE_008,Stateless,0
32018,Diavata_GRE_008,Somali,0
32018,Diavata_GRE_008,Kuwaiti,0
32018,Diavata_GRE_008,Moroccan,0
32018,Diavata_GRE_008,Egyptian,0
32018,Diavata_GRE_008,Algerian,0
32018,XXDoliana_GRE_007,Syrian,0.7
32018,XXDoliana_GRE_007,Yemeni,0.05
32018,XXDoliana_GRE_007,Iraqi,0.16
32018,XXDoliana_GRE_007,Congolese,0
32018,XXDoliana_GRE_007,Eritrean,0
32018,XXDoliana_GRE_007,Iranian,0
32018,XXDoliana_GRE_007,Pakistani,0
32018,XXDoliana_GRE_007,Palestinian,0.01
32018,XXDoliana_GRE_007,Afghan,0
32018,XXDoliana_GRE_007,Stateless,0.08
32018,XXDoliana_GRE_007,Somali,0
32018,XXDoliana_GRE_007,Kuwaiti,0
32018,XXDoliana_GRE_007,Moroccan,0
32018,XXDoliana_GRE_007,Egyptian,0
32018,XXDoliana_GRE_007,Algerian,0
32018,Drama_GRE_011,Syrian,0.48
32018,Drama_GRE_011,Iraqi,0.38
32018,Drama_GRE_011,Afghan,0.04
32018,Drama_GRE_011,Stateless,0.07
32018,Eleonas_GRE_013 ,Syrian,0.27
32018,Eleonas_GRE_013 ,Iranian,0.08
32018,Eleonas_GRE_013 ,Pakistani,0.06
32018,Eleonas_GRE_013 ,Afghan,0.4
32018,XXFilipiada_GRE_019,Syrian,0.38
32018,XXFilipiada_GRE_019,Yemeni,0
32018,XXFilipiada_GRE_019,Iraqi,0.26
32018,XXFilipiada_GRE_019,Congolese,0
32018,XXFilipiada_GRE_019,Eritrean,0
32018,XXFilipiada_GRE_019,Iranian,0.04
32018,XXFilipiada_GRE_019,Pakistani,0.05
32018,XXFilipiada_GRE_019,Palestinian,0
32018,XXFilipiada_GRE_019,Afghan,0.27
32018,XXFilipiada_GRE_019,Stateless,0
32018,XXFilipiada_GRE_019,Somali,0
32018,XXFilipiada_GRE_019,Kuwaiti,0
32018,XXFilipiada_GRE_019,Moroccan,0
32018,XXFilipiada_GRE_019,Egyptian,0
32018,XXFilipiada_GRE_019,Algerian,0
32018,Kato-Milia_GRE_061,Syrian,0.64
32018,Kato-Milia_GRE_061,Iraqi,0.13
32018,Kato-Milia_GRE_061,Palestinian,0.06
32018,Kato-Milia_GRE_061,Afghan,0.12
32018,Kavala_GRE_024 ,Syrian,0.32
32018,Kavala_GRE_024 ,Iraqi,0.23
32018,Kavala_GRE_024 ,Iranian,0.04
32018,Kavala_GRE_024 ,Pakistani,0.06
32018,Kavala_GRE_024 ,Afghan,0.21
32018,XXKonitsa_GRE_026,Syrian,1
32018,XXKonitsa_GRE_026,Yemeni,0
32018,XXKonitsa_GRE_026,Iraqi,0
32018,XXKonitsa_GRE_026,Congolese,0
32018,XXKonitsa_GRE_026,Eritrean,0
32018,XXKonitsa_GRE_026,Iranian,0
32018,XXKonitsa_GRE_026,Pakistani,0
32018,XXKonitsa_GRE_026,Palestinian,0
32018,XXKonitsa_GRE_026,Afghan,0
32018,XXKonitsa_GRE_026,Stateless,0
32018,XXKonitsa_GRE_026,Somali,0
32018,XXKonitsa_GRE_026,Kuwaiti,0
32018,XXKonitsa_GRE_026,Moroccan,0
32018,XXKonitsa_GRE_026,Egyptian,0
32018,XXKonitsa_GRE_026,Algerian,0
32018,Koutsochero_GRE_028 ,Syrian,0.5
32018,Koutsochero_GRE_028 ,Iraqi,0.23
32018,Koutsochero_GRE_028 ,Congolese,0.07
32018,Koutsochero_GRE_028 ,Afghan,0.06
32018,Lagkadikia_GRE_029 ,Syrian,0.58
32018,Lagkadikia_GRE_029 ,Iraqi,0.31
32018,Lagkadikia_GRE_029 ,Iranian,0.02
32018,Lagkadikia_GRE_029 ,Pakistani,0.03
32018,Lavrio-New_GRE_030 ,Syrian,0.47
32018,Lavrio-New_GRE_030 ,Iraqi,0.13
32018,Lavrio-New_GRE_030 ,Iranian,0.04
32018,Lavrio-New_GRE_030 ,Afghan,0.13
32018,Leros-Lepida_GRE_032,Syrian,0.03
32018,Leros-Lepida_GRE_032,Yemeni,0
32018,Leros-Lepida_GRE_032,Iraqi,0.26
32018,Leros-Lepida_GRE_032,Congolese,0
32018,Leros-Lepida_GRE_032,Eritrean,0
32018,Leros-Lepida_GRE_032,Iranian,0.08
32018,Leros-Lepida_GRE_032,Pakistani,0.01
32018,Leros-Lepida_GRE_032,Palestinian,0
32018,Leros-Lepida_GRE_032,Afghan,0.62
32018,Leros-Lepida_GRE_032,Stateless,0
32018,Leros-Lepida_GRE_032,Somali,0
32018,Leros-Lepida_GRE_032,Kuwaiti,0
32018,Leros-Lepida_GRE_032,Moroccan,0
32018,Leros-Lepida_GRE_032,Egyptian,0
32018,Leros-Lepida_GRE_032,Algerian,0
32018,XXMalakasa-MC_GRE_012,Syrian,0.03
32018,XXMalakasa-MC_GRE_012,Yemeni,0
32018,XXMalakasa-MC_GRE_012,Iraqi,0.26
32018,XXMalakasa-MC_GRE_012,Congolese,0
32018,XXMalakasa-MC_GRE_012,Eritrean,0
32018,XXMalakasa-MC_GRE_012,Iranian,0.08
32018,XXMalakasa-MC_GRE_012,Pakistani,0.01
32018,XXMalakasa-MC_GRE_012,Palestinian,0
32018,XXMalakasa-MC_GRE_012,Afghan,0.62
32018,XXMalakasa-MC_GRE_012,Stateless,0
32018,XXMalakasa-MC_GRE_012,Somali,0
32018,XXMalakasa-MC_GRE_012,Kuwaiti,0
32018,XXMalakasa-MC_GRE_012,Moroccan,0
32018,XXMalakasa-MC_GRE_012,Egyptian,0
32018,XXMalakasa-MC_GRE_012,Algerian,0
32018,Moria_GRE_001,Syrian,0.33
32018,Moria_GRE_001,Iraqi,0.16
32018,Moria_GRE_001,Congolese,0.06
32018,Moria_GRE_001,Afghan,0.19
32018,Nea-Kavala_GRE_034,Syrian,0.27
32018,Nea-Kavala_GRE_034,Iraqi,0.14
32018,Nea-Kavala_GRE_034,Congolese,0.09
32018,Nea-Kavala_GRE_034,Eritrean,0.1
32018,Ritsona_GRE_040,Syrian,0.74
32018,Ritsona_GRE_040,Iraqi,0.12
32018,Ritsona_GRE_040,Palestinian,0.02
32018,Ritsona_GRE_040,Somali,0.01
32018,Serres_GRE_042,Syrian,0.01
32018,Serres_GRE_042,Yemeni,0
32018,Serres_GRE_042,Iraqi,0.99
32018,Serres_GRE_042,Congolese,0
32018,Serres_GRE_042,Eritrean,0
32018,Serres_GRE_042,Iranian,0
32018,Serres_GRE_042,Pakistani,0
32018,Serres_GRE_042,Palestinian,0
32018,Serres_GRE_042,Afghan,0
32018,Serres_GRE_042,Stateless,0
32018,Serres_GRE_042,Somali,0
32018,Serres_GRE_042,Kuwaiti,0
32018,Serres_GRE_042,Moroccan,0
32018,Serres_GRE_042,Egyptian,0
32018,Serres_GRE_042,Algerian,0
32018,Skaramangas_GRE_014,Syrian,0.56
32018,Skaramangas_GRE_014,Yemeni,0
32018,Skaramangas_GRE_014,Iraqi,0.33
32018,Skaramangas_GRE_014,Congolese,0
32018,Skaramangas_GRE_014,Eritrean,0
32018,Skaramangas_GRE_014,Iranian,0.01
32018,Skaramangas_GRE_014,Pakistani,0
32018,Skaramangas_GRE_014,Palestinian,0
32018,Skaramangas_GRE_014,Afghan,0.09
32018,Skaramangas_GRE_014,Stateless,0
32018,Skaramangas_GRE_014,Somali,0
32018,Skaramangas_GRE_014,Kuwaiti,0
32018,Skaramangas_GRE_014,Moroccan,0
32018,Skaramangas_GRE_014,Egyptian,0
32018,Skaramangas_GRE_014,Algerian,0
32018,Vathi-Samos_GRE_053,Syrian,0.27
32018,Vathi-Samos_GRE_053,Iraqi,0.3
32018,Vathi-Samos_GRE_053,Congolese,0.06
32018,Vathi-Samos_GRE_053,Afghan,0.11
32018,Veria_GRE_054,Syrian,0.81
32018,Veria_GRE_054,Yemeni,0
32018,Veria_GRE_054,Iraqi,0.09
32018,Veria_GRE_054,Congolese,0
32018,Veria_GRE_054,Eritrean,0
32018,Veria_GRE_054,Iranian,0
32018,Veria_GRE_054,Pakistani,0
32018,Veria_GRE_054,Palestinian,0.07
32018,Veria_GRE_054,Afghan,0
32018,Veria_GRE_054,Stateless,0
32018,Veria_GRE_054,Somali,0
32018,Veria_GRE_054,Kuwaiti,0.03
32018,Veria_GRE_054,Moroccan,0
32018,Veria_GRE_054,Egyptian,0
32018,Veria_GRE_054,Algerian,0
32018,XXVial-Chios-NRC_GRE_066,Syrian,0.27
32018,XXVial-Chios-NRC_GRE_066,Iraqi,0.3
32018,XXVial-Chios-NRC_GRE_066,Palestinian,0.03
32018,XXVial-Chios-NRC_GRE_066,Afghan,0.13
72018,Alexandria-Ref_GRE_003,Syrian,0.4
72018,Alexandria-Ref_GRE_003,Iraqi,0.28
72018,Alexandria-Ref_GRE_003,Pakistani,0.1
72018,Alexandria-Ref_GRE_003,Palestinian,0.02
72018,Andravida_GRE_004,Syrian,0.98
72018,Andravida_GRE_004,Yemeni,0
72018,Andravida_GRE_004,Iraqi,0.02
72018,Andravida_GRE_004,Congolese,0
72018,Andravida_GRE_004,Eritrean,0
72018,Andravida_GRE_004,Iranian,0
72018,Andravida_GRE_004,Pakistani,0
72018,Andravida_GRE_004,Palestinian,0
72018,Andravida_GRE_004,Afghan,0
72018,Andravida_GRE_004,Stateless,0
72018,Andravida_GRE_004,Somali,0
72018,Andravida_GRE_004,Kuwaiti,0
72018,Andravida_GRE_004,Moroccan,0
72018,Andravida_GRE_004,Egyptian,0
72018,Andravida_GRE_004,Algerian,0
72018,Diavata_GRE_008,Syrian,0.6
72018,Diavata_GRE_008,Iranian,0.15
72018,Diavata_GRE_008,Afghan,0.2
72018,XXDoliana_GRE_007,Syrian,0.53
72018,XXDoliana_GRE_007,Yemeni,0
72018,XXDoliana_GRE_007,Iraqi,0.42
72018,XXDoliana_GRE_007,Congolese,0
72018,XXDoliana_GRE_007,Eritrean,0
72018,XXDoliana_GRE_007,Iranian,0
72018,XXDoliana_GRE_007,Pakistani,0
72018,XXDoliana_GRE_007,Palestinian,0
72018,XXDoliana_GRE_007,Afghan,0
72018,XXDoliana_GRE_007,Stateless,0
72018,XXDoliana_GRE_007,Somali,0
72018,XXDoliana_GRE_007,Kuwaiti,0.05
72018,XXDoliana_GRE_007,Moroccan,0
72018,XXDoliana_GRE_007,Egyptian,0
72018,XXDoliana_GRE_007,Algerian,0
72018,Drama_GRE_011,Syrian,0.48
72018,Drama_GRE_011,Yemeni,0
72018,Drama_GRE_011,Iraqi,0.47
72018,Drama_GRE_011,Congolese,0
72018,Drama_GRE_011,Eritrean,0
72018,Drama_GRE_011,Iranian,0
72018,Drama_GRE_011,Pakistani,0
72018,Drama_GRE_011,Palestinian,0
72018,Drama_GRE_011,Afghan,0
72018,Drama_GRE_011,Stateless,0.04
72018,Drama_GRE_011,Somali,0
72018,Drama_GRE_011,Kuwaiti,0
72018,Drama_GRE_011,Moroccan,0
72018,Drama_GRE_011,Egyptian,0
72018,Drama_GRE_011,Algerian,0
72018,Eleonas_GRE_013 ,Syrian,0.27
72018,Eleonas_GRE_013 ,Iranian,0.08
72018,Eleonas_GRE_013 ,Pakistani,0.06
72018,Eleonas_GRE_013 ,Afghan,0.4
72018,XXFilipiada_GRE_019,Syrian,0.22
72018,XXFilipiada_GRE_019,Iraqi,0.37
72018,XXFilipiada_GRE_019,Iranian,0.05
72018,XXFilipiada_GRE_019,Afghan,0.34
72018,Kato-Milia_GRE_061,Syrian,0.62
72018,Kato-Milia_GRE_061,Iraqi,0.2
72018,Kato-Milia_GRE_061,Palestinian,0.05
72018,Kato-Milia_GRE_061,Afghan,0.07
72018,Kavala_GRE_024,Syrian,0.44
72018,Kavala_GRE_024,Iraqi,0.31
72018,Kavala_GRE_024,Congolese,0.08
72018,Kavala_GRE_024,Afghan,0.05
72018,XXKonitsa_GRE_026,Syrian,1
72018,XXKonitsa_GRE_026,Yemeni,0
72018,XXKonitsa_GRE_026,Iraqi,0
72018,XXKonitsa_GRE_026,Congolese,0
72018,XXKonitsa_GRE_026,Eritrean,0
72018,XXKonitsa_GRE_026,Iranian,0
72018,XXKonitsa_GRE_026,Pakistani,0
72018,XXKonitsa_GRE_026,Palestinian,0
72018,XXKonitsa_GRE_026,Afghan,0
72018,XXKonitsa_GRE_026,Stateless,0
72018,XXKonitsa_GRE_026,Somali,0
72018,XXKonitsa_GRE_026,Kuwaiti,0
72018,XXKonitsa_GRE_026,Moroccan,0
72018,XXKonitsa_GRE_026,Egyptian,0
72018,XXKonitsa_GRE_026,Algerian,0
72018,Kos_GRE_027,Syrian,0.19
72018,Kos_GRE_027,Iraqi,0.54
72018,Kos_GRE_027,Palestinian,0.06
72018,Kos_GRE_027,Stateless,0.06
72018,Koutsochero_GRE_028 ,Syrian,0.51
72018,Koutsochero_GRE_028 ,Iraqi,0.23
72018,Koutsochero_GRE_028 ,Congolese,0.03
72018,Koutsochero_GRE_028 ,Afghan,0.07
72018,Lagkadikia_GRE_029,Syrian,0.51
72018,Lagkadikia_GRE_029,Iraqi,0.37
72018,Lagkadikia_GRE_029,Iranian,0.05
72018,Lagkadikia_GRE_029,Pakistani,0.03
72018,Lavrio-New_GRE_030 ,Syrian,0.52
72018,Lavrio-New_GRE_030 ,Iraqi,0.11
72018,Lavrio-New_GRE_030 ,Congolese,0.07
72018,Lavrio-New_GRE_030 ,Afghan,0.12
72018,Leros-Lepida_GRE_032,Syrian,0.48
72018,Leros-Lepida_GRE_032,Iraqi,0.29
72018,Leros-Lepida_GRE_032,Iranian,0.03
72018,Leros-Lepida_GRE_032,Afghan,0.07
72018,XXMalakasa-MC_GRE_012,Syrian,0.2
72018,XXMalakasa-MC_GRE_012,Yemeni,0
72018,XXMalakasa-MC_GRE_012,Iraqi,0.16
72018,XXMalakasa-MC_GRE_012,Congolese,0
72018,XXMalakasa-MC_GRE_012,Eritrean,0
72018,XXMalakasa-MC_GRE_012,Iranian,0.07
72018,XXMalakasa-MC_GRE_012,Pakistani,0.01
72018,XXMalakasa-MC_GRE_012,Palestinian,0
72018,XXMalakasa-MC_GRE_012,Afghan,0.56
72018,XXMalakasa-MC_GRE_012,Stateless,0
72018,XXMalakasa-MC_GRE_012,Somali,0
72018,XXMalakasa-MC_GRE_012,Kuwaiti,0
72018,XXMalakasa-MC_GRE_012,Moroccan,0
72018,XXMalakasa-MC_GRE_012,Egyptian,0
72018,XXMalakasa-MC_GRE_012,Algerian,0
72018,Moria_GRE_001,Syrian,0.33
72018,Moria_GRE_001,Iraqi,0.14
72018,Moria_GRE_001,Congolese,0.08
72018,Moria_GRE_001,Afghan,0.2
72018,Nea-Kavala_GRE_034,Syrian,0.44
72018,Nea-Kavala_GRE_034,Iraqi,0.31
72018,Nea-Kavala_GRE_034,Congolese,0.08
72018,Nea-Kavala_GRE_034,Afghan,0.05
72018,XXPikpa-Leros_GRE_038,Syrian,0.7
72018,XXPikpa-Leros_GRE_038,Iraqi,0.25
72018,Ritsona_GRE_040,Syrian,0.74
72018,Ritsona_GRE_040,Yemeni,0
72018,Ritsona_GRE_040,Iraqi,0.18
72018,Ritsona_GRE_040,Congolese,0.03
72018,Ritsona_GRE_040,Eritrean,0
72018,Ritsona_GRE_040,Iranian,0
72018,Ritsona_GRE_040,Pakistani,0
72018,Ritsona_GRE_040,Palestinian,0.03
72018,Ritsona_GRE_040,Afghan,0
72018,Ritsona_GRE_040,Stateless,0
72018,Ritsona_GRE_040,Somali,0.03
72018,Ritsona_GRE_040,Kuwaiti,0
72018,Ritsona_GRE_040,Moroccan,0
72018,Ritsona_GRE_040,Egyptian,0
